"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","verbatimLatitude","verbatimLongitude","verbatimElevation","stateProvince","country","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","startDayOfYear","endDayOfYear","day","month","year","basisOfRecord","type","occurrenceStatus","recordNumber","recordedBy","eventID","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","associatedSequences","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","Location","verbatim_scientificName","idContinuity","country_suggested","countryCode","coordinates_transposed","countryMatch"
"Dorey_data_256189","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-24.5,151.59,NA,NA,NA,"Queensland","Australia",NA,"22 km S Miriam Vale",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1979/10/12 00:00:00",NA,NA,NA,12,10,1979,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234214",NA,NA,"QM",NA,"2083486","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234214",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_254137","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.46812,145.17835,"15° 28' 5.27"" S","145° 10' 42.11"" E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1982/07/17 00:00:00",NA,NA,NA,17,7,1982,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1147536",NA,NA,NA,NA,1e-5,10000,TRUE,"K.453679",NA,NA,"AM",NA,"ecatalogue.irn:1719804 | urn:catalog:AM:Entomology:K.453679","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453679",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","9cf92293-363c-4aca-b0d3-46b9bd7fcb9f","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, 8km W. Cooktown (15° 28' 05"" S, 145° 10' 42"" E) 17/07/1982 - 17/07/1982, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257835","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-27.466667,153.016667,NA,NA,NA,"Queensland","Australia",NA,"Brisbane",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1918/10/15 00:00:00",NA,NA,NA,15,10,1918,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234206",NA,NA,"QM",NA,"2083478","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234206",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_259702","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-17.8686,146.1075,"17° 52' 7.0000"" S","146° 6' 27.000"" E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1975/08/16 00:00:00",NA,NA,NA,16,8,1975,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"O'Reilly, G.","urn:australianmuseum.net.au:Events:1172195",NA,NA,NA,NA,1e-5,100,TRUE,"K.453675",NA,NA,"AM",NA,"ecatalogue.irn:1719668 | urn:catalog:AM:Entomology:K.453675","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453675",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07758067-af2c-44af-8cb2-a8ca7049658a",NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","07758067-af2c-44af-8cb2-a8ca7049658a","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mission Beach (17° 52' 07"" S, 146° 06' 27"" E) 16/08/1975 - 16/08/1975, O'Reilly, G(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_259913","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-20.0667,146.25,NA,NA,NA,"Queensland","Australia",NA,"Charters Towers",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1972/05/18 00:00:00",NA,NA,NA,18,5,1972,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234212",NA,NA,"QM",NA,"2083484","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234212",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_255959","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-21.15,149.183,"21° 9' S","149° 11' E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1984/10/25 00:00:00",NA,NA,NA,25,10,1984,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1211854",NA,NA,NA,NA,0.001,NA,TRUE,"K.453689",NA,NA,"AM",NA,"ecatalogue.irn:1719903 | urn:catalog:AM:Entomology:K.453689","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453689",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate",NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mackay (21° 09' S, 149° 11' E) 25/10/1984 - 25/10/1984"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_240162","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-17.08,145.77,NA,NA,NA,"Queensland","Australia",NA,"Meringa",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1925/06/07 00:00:00",NA,NA,NA,7,6,1925,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,"Burns, N. Alexander | National Museum of Victoria",NA,NA,NA,1,NA,NA,10000,TRUE,"HYM32820",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32820",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,"6abd485a-2ff0-4242-bba4-10b3e1afdfcd",NA,NA,"MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate","6abd485a-2ff0-4242-bba4-10b3e1afdfcd",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257307","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-25.483333,152.716667,NA,NA,NA,"Queensland","Australia",NA,"Saltwater Creek, N of Maryborough",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1986/10/12 00:00:00",NA,NA,NA,12,10,1986,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234218",NA,NA,"QM",NA,"2083490","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234218",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_255376","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-19.296278,146.787858,NA,NA,NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creative Commons - license at record level",NA,"2013/01/20 00:00:00",NA,NA,NA,20,1,2013,"OCCURRENCE",NA,"PRESENT",NA,"Tattersall, Malcolm",NA,NA,NA,NA,NA,NA,14,TRUE,NA,NA,NA,NA,NA,NA,"http://www.flickr.com/photos/malcolm_nq/8396383439/",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,"Attribution-NonCommercial-ShareAlike License",NA,NA,NA,NA,"http://www.flickr.com/photos/malcolm_nq/8396383439/",NA,"3f30b826-d370-4638-9072-2c769c329070",NA,NA,"BASIS_OF_RECORD_INVALID | FIRST_OF_YEAR | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_DATE_INVALID",NA,NA,"Unique","3f30b826-d370-4638-9072-2c769c329070",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_258545","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"Dr Ken Walker - Museum Victoria",NA,-16.83,145.63,NA,NA,NA,"Queensland","Australia",NA,"Barron Waters {Barron Falls lat/long}",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1946/05/01 00:00:00",NA,NA,NA,1,5,1946,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,NA,NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32806",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32806",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_246506","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-17.1,145.783341,NA,NA,NA,"Queensland","Australia",NA,"Gordonvale",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1928/03/14 00:00:00",NA,NA,NA,14,3,1928,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234209",NA,NA,"QM",NA,"2083482","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234209",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate","a25781eb-e457-4b9d-883d-f74cd59cf87f",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_260276","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-17.08,145.77,NA,NA,NA,"Queensland","Australia",NA,"Meringa",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1925/05/31 00:00:00",NA,NA,NA,31,5,1925,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,"Burns, N. Alexander | National Museum of Victoria",NA,NA,NA,1,NA,NA,10000,TRUE,"HYM32821",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32821",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate","ba4bde99-f87e-4aa5-94b5-42bd9bd303d0",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_255979","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.483,145.266,"15° 29' S","145° 16' E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1985/06/13 00:00:00",NA,NA,NA,13,6,1985,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1186797",NA,NA,NA,NA,0.001,10000,TRUE,"K.453691",NA,NA,"AM",NA,"ecatalogue.irn:1719937 | urn:catalog:AM:Entomology:K.453691","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453691",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","9ba47df9-d1c9-4e38-82b2-ba5593699679|86534705-b707-4519-95c6-e130acac7340","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Quarantine Bay, Cooktown (15° 29' S, 145° 16' E) 13/06/1985 - 13/06/1985, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257270","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.466,145.25,"15° 28' 0"" S","145° 15' 0"" E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1982/07/18 00:00:00",NA,NA,NA,18,7,1982,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1186630",NA,NA,NA,NA,0.001,10000,TRUE,"K.453683",NA,NA,"AM",NA,"ecatalogue.irn:1719865 | urn:catalog:AM:Entomology:K.453683","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453683",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0a0eecf4-130a-4913-80c2-9c78aa3de331",NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","0a0eecf4-130a-4913-80c2-9c78aa3de331","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Cooktown (15° 28' 00"" S, 145° 15' 00"" E) 18/07/1982 - 18/07/1982, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_256325","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.46812,145.17835,"15° 28' 5.27"" S","145° 10' 42.11"" E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1982/07/17 00:00:00",NA,NA,NA,17,7,1982,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1147536",NA,NA,NA,NA,1e-5,10000,TRUE,"K.453688",NA,NA,"AM",NA,"ecatalogue.irn:1719901 | urn:catalog:AM:Entomology:K.453688","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453688",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1fecde69-40c5-452c-b15f-66b0fa274a30",NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","1fecde69-40c5-452c-b15f-66b0fa274a30","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, 8km W. Cooktown (15° 28' 05"" S, 145° 10' 42"" E) 17/07/1982 - 17/07/1982, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257271","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-17.12,145.78,NA,NA,NA,"Queensland","Australia",NA,"Mulgrave River",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1926/10/02 00:00:00",NA,NA,NA,2,10,1926,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,NA,NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32824",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32824",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257475","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.466,145.25,"15° 28' 0"" S","145° 15' 0"" E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1982/07/18 00:00:00",NA,NA,NA,18,7,1982,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1186630",NA,NA,NA,NA,0.001,10000,TRUE,"K.453685",NA,NA,"AM",NA,"ecatalogue.irn:1719886 | urn:catalog:AM:Entomology:K.453685","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453685",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0a0eecf4-130a-4913-80c2-9c78aa3de331",NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","0a0eecf4-130a-4913-80c2-9c78aa3de331","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Cooktown (15° 28' 00"" S, 145° 15' 00"" E) 18/07/1982 - 18/07/1982, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
