"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","verbatimLatitude","verbatimLongitude","verbatimElevation","stateProvince","country","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","startDayOfYear","endDayOfYear","day","month","year","basisOfRecord","type","occurrenceStatus","recordNumber","recordedBy","eventID","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","associatedSequences","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","Location","verbatim_scientificName","idContinuity","country_suggested","countryCode","coordinates_transposed","countryMatch"
"Dorey_data_19485912","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"[no agent data]",NA,-13.77729,143.13112,NA,NA,NA,"Queensland","Australia","OCEANIA","Coen",NA,"Cape York",NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1932/05/19 00:00:00",NA,140,NA,19,5,1932,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Harvard Australian Expedition 1931-1932, Philip J. Darlington, Jr.",NA,NA,NA,1,NA,1e-5,77726,NA,"789609",4077744350,NA,"MCZ",NA,NA,"MCZ:Ent:789609",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","19-V '32",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789609",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_19487335","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"[no agent data]",NA,-13.77729,143.13112,NA,NA,NA,"Queensland","Australia","OCEANIA","Coen",NA,"Cape York",NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1932/05/19 00:00:00",NA,140,NA,19,5,1932,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Harvard Australian Expedition 1931-1932, Philip J. Darlington, Jr.",NA,NA,NA,1,NA,1e-5,77726,NA,"789610",4077739342,NA,"MCZ",NA,NA,"MCZ:Ent:789610",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","19-V '32",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789610",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_19499831","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"L. C. Rocha-Filho",NA,-16.92407,145.69657,NA,NA,NA,"Queensland","Australia","OCEANIA","Redlynch",NA,NA,NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1972/11/12 00:00:00",NA,317,NA,12,11,1972,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Howard E. Evans, Mary A. Evans",NA,NA,NA,1,NA,1e-5,4998,NA,"789628",4077734340,NA,"MCZ",NA,NA,"MCZ:Ent:789628",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","12 Nov. 1972",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789628",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_19521794","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"[no agent data]",NA,-18.58235,146.28611,NA,NA,NA,"Queensland","Australia","OCEANIA","Halifax",NA,NA,NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1919/05/09 00:00:00",NA,129,NA,9,5,1919,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Francis Xavier Williams",NA,NA,NA,1,NA,1e-5,1000,NA,"789615",4077733333,NA,"MCZ",NA,NA,"MCZ:Ent:789615",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","May 9-15-1919",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789615",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_8779564","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"SPECIES","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-31.916667,116,NA,NA,NA,"Western Australia","Australia","OCEANIA","Western Australia Bushmead 21 11 1947",NA,NA,NA,"AUS","Australia","AUS.11_1","Western Australia","CC_BY_4_0","CONTINENT_DERIVED_FROM_COORDINATES","2019/11/21 00:00:00",NA,NA,NA,21,11,2019,"OCCURRENCE",NA,"PRESENT","HYM 32801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655702910,NA,NA,NA,NA,"85f9e5a7-c796-439f-bd1a-427af0d84f17",1338614,NA,NA,NA,NA,"Coelioxys froggatti Cockerell, 1911",NA,"host:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Megachilidae",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_19571665","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"[no agent data]",NA,-18.58235,146.28611,NA,NA,NA,"Queensland","Australia","OCEANIA","Halifax",NA,NA,NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1919/06/01 00:00:00",NA,152,NA,1,6,1919,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Francis Xavier Williams",NA,NA,NA,1,NA,1e-5,1000,NA,"789617",4077734339,NA,"MCZ",NA,NA,"MCZ:Ent:789617",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","June 1-17-1919",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789617",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_19584615","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"[no agent data]",NA,-18.58235,146.28611,NA,NA,NA,"Queensland","Australia","OCEANIA","Halifax",NA,NA,NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1919/06/01 00:00:00",NA,152,NA,1,6,1919,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Francis Xavier Williams",NA,NA,NA,1,NA,1e-5,1000,NA,"789618",4077741340,NA,"MCZ",NA,NA,"MCZ:Ent:789618",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","June 1-17-1919",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789618",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_19588083","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"[no agent data]",NA,-13.77729,143.13112,NA,NA,NA,"Queensland","Australia","OCEANIA","Coen",NA,"Cape York",NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1932/05/19 00:00:00",NA,140,NA,19,5,1932,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Harvard Australian Expedition 1931-1932, Philip J. Darlington, Jr.",NA,NA,NA,1,NA,1e-5,77726,NA,"789608",4077746348,NA,"MCZ",NA,NA,"MCZ:Ent:789608",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","19-V '32",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789608",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_19588249","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"[no agent data]",NA,-18.58235,146.28611,NA,NA,NA,"Queensland","Australia","OCEANIA","Halifax",NA,NA,NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1919/05/09 00:00:00",NA,129,NA,9,5,1919,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Francis Xavier Williams",NA,NA,NA,1,NA,1e-5,1000,NA,"789616",4077743334,NA,"MCZ",NA,NA,"MCZ:Ent:789616",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","May 9-15-1919",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789616",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_19590253","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"SPECIES","Cockerell, 1905",NA,"Animalia Arthropoda Hexapoda Insecta Pterygota Hymenoptera Apocrita Aculeata Apoidea Megachilidae Megachilinae Megachilini Coelioxys albolineata",NA,NA,NA,NA,"[no agent data]",NA,-13.77729,143.13112,NA,NA,NA,"Queensland","Australia","OCEANIA","Coen",NA,"Cape York",NA,"AUS","Australia","AUS.7_1","Queensland","CC_BY_NC_4_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1932/05/20 00:00:00",NA,141,NA,20,5,1932,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Harvard Australian Expedition 1931-1932, Philip J. Darlington, Jr.",NA,NA,NA,1,NA,1e-5,77726,NA,"789611",4077740342,NA,"MCZ",NA,NA,"MCZ:Ent:789611",12088488,NA,NA,NA,NA,"Coelioxys albolineata Cockerell, 1905","20-V '32",NA,NA,NA,NA,NA,"President and Fellows of Harvard College",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:789611",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Megachilidae",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_18107484","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-33.65,115.333333,NA,NA,NA,"Western Australia","Australia",NA,"Western Australia Busselton 17 03 1957",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1957/03/01 00:00:00",NA,NA,NA,NA,3,1957,"OCCURRENCE",NA,"PRESENT","HYM 32802",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,"host:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BASIS_OF_RECORD_INVALID | COORDINATE_UNCERTAINTY_METERS_INVALID | COUNTRY_DERIVED_FROM_COORDINATES | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_COLLECTION_DATE | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | NAME_NOT_SUPPLIED",NA,NA,"Unique",NA,NA,"ALA_Apiformes",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_8782205","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"SPECIES","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-33.65,115.333333,NA,NA,NA,"Western Australia","Australia","OCEANIA","Western Australia Busselton 17 03 1957",NA,NA,NA,"AUS","Australia","AUS.11_1","Western Australia","CC_BY_4_0","CONTINENT_DERIVED_FROM_COORDINATES","1957/03/01 00:00:00",NA,NA,NA,NA,3,1957,"OCCURRENCE",NA,"PRESENT","HYM 32802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655702934,NA,NA,NA,NA,"2e985b2c-593a-4260-8334-728b2588366e",1338614,NA,NA,NA,NA,"Coelioxys froggatti Cockerell, 1911",NA,"host:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Megachilidae",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
